2015,2015_CFB_T1,2015_CFB_T2,2015_CFB_T3,2015_CFB_T4,2015_CFB_T5,2015_DBS_T1,2015_DBS_T2,2015_DBS_T3,2015_DBS_T4,2015_DBS_T5,2015_HBH_T1,2015_HBH_T2,2015_HBH_T3,2015_HBH_T4,2015_HBH_T5,2015_HW_T1,2015_HW_T2,2015_HW_T3,2015_HW_T4,2015_HW_T5,2015_JLS_T1,2015_JLS_T2,2015_JLS_T3,2015_JLS_T4,2015_JLS_T5,2015_LDS_T1,2015_LDS_T2,2015_LDS_T3,2015_LDS_T4,2015_LDS_T5,2015_LK_T1,2015_LK_T2,2015_LK_T3,2015_LK_T4,2015_LK_T5,2015_OUT_T1,2015_OUT_T2,2015_OUT_T3,2015_OUT_T4,2015_OUT_T5,2015_TS_T1,2015_TS_T2,2015_TS_T3,2015_TS_T4,2015_TS_T5,2015_WLT_T1,2015_WLT_T2,2015_WLT_T3,2015_WLT_T4,2015_WLT_T5
31,6.48503027451018,5.82379951830218,5.43037912408657,5.7877269043775,5.46039000169463,5.20244876510549,4.86238762097074,4.00080411196169,4.59576418412455,4.04363493486282,4.88498295366817,5.62472898380876,5.53946553944155,5.71506049629073,5.21152888419014,6.83585262119021,6.41132905134336,7.62398147569664,7.96960051116602,7.15086603110015,3.4931740935671,7.2080888791056,6.94107199927812,7.01421100804489,8.26144570983096,3.72918618754129,4.8210233176822,5.49071101966859,4.2116543000261,2.63724386117169,5.2078732665078,3.9230496452821,4.94144867331059,5.48741499790212,5.91283842228217,4.78779775348148,4.60514623285641,4.90207908997289,6.96270970976263,5.19026652495736,5.72700781186221,4.94532637198438,5.58857906332205,5.83761161908978,5.38873667769612,5.84094679578344,5.02200250844352,4.60293947044653,5.10657025966788,5.54342027284337
32,6.68506855433095,5.7813669938257,5.19386940496239,5.81207343513374,5.54525517484192,5.07505012090028,4.6560849100533,3.91583806786764,4.68072994617796,4.00716414191462,4.96378729922564,5.66110009263507,5.60018345043188,5.36357230781443,5.36317480881484,6.86626087683614,6.44769978490528,7.77552525912742,7.9089830686782,7.18733600657335,3.371836762974,7.45662195542492,7.06230784196814,7.05058175539977,8.3220632494169,3.74131001396846,4.87567961521334,5.38755997747397,4.0296978703807,2.74049566452815,5.26849201776084,4.05044917626804,5.02025314894106,5.39648696147715,5.84009614744954,4.80598339651073,4.49593286823185,4.92026472285591,6.45321833309975,5.39010936680307,5.67245119492783,4.86075831808937,5.66132124579053,5.76477012472788,5.45551645231568,6.01087657991664,4.79741583159448,4.51797401198775,5.03372870870065,5.56766760752085
33,6.61838914942971,5.89654096838285,5.14537494142114,5.82419701263511,5.59981133901245,5.19638689693484,4.60758983031114,4.0918320218494,4.61394984142327,3.93442128754046,4.87275983051894,5.44883582539789,5.67292567034309,5.35105108895682,5.32680364708805,6.90263152962139,6.39314368214067,7.87261259457529,8.02415619406814,7.09631011561399,3.34152726294891,7.5233015099632,7.19566718605149,6.95965487490409,8.37661901970744,3.69877724268966,4.79071391003776,5.58173829314166,4.22377809789607,2.69796268542673,5.3048632599017,4.03832535535802,5.1233051097887,5.46922939384621,5.56115114643637,4.69677013896954,4.31387733934397,4.97492098682972,6.37441450203445,5.37182440081433,5.77550257027189,4.89712954178743,5.75841015673275,5.74658459071686,5.51613497887824,5.97440628140177,4.93097537175145,4.45735535926417,4.99129576052181,5.52513539561445
34,6.44259788700989,6.12698809665475,5.0241387323378,5.75135616324501,5.43614280290872,5.14789194511134,4.6560849100533,3.96443268687449,4.65032115117696,4.00110223837015,4.83638858171179,5.29112810239887,5.73354416720258,5.39964533881577,5.34498922875872,7.01780522083746,6.4537615732044,8.13336688904576,7.89685957802808,7.3025095377115,3.47498840486331,7.49299262422745,7.12292573640544,6.99602563194576,8.39480427324215,3.73524810084458,4.91205088876148,5.55132962331504,4.31480593439259,2.75868149168206,5.28667763963855,3.98983006454187,5.28707513955227,5.63289977222579,5.51871808306935,4.57543304842904,4.16213114986149,4.99916848835883,6.43503283631398,5.34151507859646,5.86046774431446,4.90925328158494,5.66738309316352,5.81326487419737,5.60100088592778,5.82882314497815,4.9249135195089,4.44523162656668,4.89420675703242,5.3920731148828
35,6.33944839315258,6.13304987617571,4.92705033938727,5.51494618846848,5.38148722134812,5.13566883044256,4.45584388161753,4.01898982208337,4.72316312642848,3.85551712394229,4.75142293433275,5.31537554849076,5.89741276809863,5.16909583013301,5.39964533881577,6.99961990547699,6.40526726178852,8.47898506506755,7.76946350994275,7.38141181588478,3.36577486332779,7.51117795620705,7.25022325633425,7.03239638252956,8.40086602406164,3.83839997512834,4.72393382228628,5.42403053493753,4.38158615552985,2.84970997928762,5.26849201776084,3.99589197652179,5.21433264249527,5.66320908720387,5.63389352032897,4.53299983108822,4.10757404443922,4.92026472285591,6.35016716329976,5.31726761759306,5.75701891370749,4.93350075902721,5.74628646719503,5.78295565712438,5.70415167174575,5.82276131930642,4.82782448455479,4.28742428632289,5.27640127857861,5.28852496208039
36,6.07273019328145,6.08455563498508,4.86037036219894,5.47251360001122,5.30268378444398,5.09929760686994,4.40734875446706,3.95837078206539,4.55333097748193,3.81298438838698,4.82426483067423,4.98773665927073,5.93984567128025,5.13262525908296,5.54522926989955,7.13307822054352,6.36313285074551,8.2485398882767,7.6967225057351,7.32675658864688,3.33546536240568,7.35357169208179,7.36529776130561,7.06876712665552,8.34024850779482,3.91124225968211,4.63906742935358,5.35118878835938,4.32086783036453,2.78292925870889,5.3230488785503,4.21412068831777,5.22645639379872,5.42073444180381,5.46455877396472,4.42378642799615,4.06504135472188,4.92026472285591,6.29521314316634,5.05034660716361,5.90866434784218,4.94562449667196,5.78265753365548,5.78295565712438,5.62564577974768,5.82882314497815,5.11293023014621,4.05081242304718,5.26427759435926,5.25215390942232
37,5.96361810232638,5.90866454088483,4.92705033938727,5.59981133901245,5.24206573542602,5.29953800627782,4.38916307882555,3.67922484003627,4.72316312642848,3.99504033464628,4.90316857456469,5.01804601133004,5.92166014242162,5.21759074833786,5.62403336144586,7.30290703037293,6.14480888868369,8.29097202956472,7.79371050560513,7.35100363671212,3.40820815708377,7.33538634611034,7.49259513061423,7.05664354599774,8.19486576863099,3.84446188519944,4.73009508129409,5.39362184169852,4.28449645184189,2.78899120001707,5.28667763963855,4.28090101268015,5.30526075978014,5.42679631143699,5.52517744925449,4.48440533954183,4.08938833940258,4.65334319508584,6.16175331860591,5.13531219364192,5.92684986746365,4.9153151512146,5.81296675077259,5.79507934449175,5.44945459867276,5.72567270992159,5.24032834719416,3.9172523089786,5.30074801931068,5.2218446939406
38,6.16365689134531,5.75105804238937,4.85430854501455,5.66042928215978,5.19357128329536,5.1114213487784,4.26782582461357,3.95837078206539,4.92946576978628,3.98291652666032,4.88498295366817,5.09694968057409,6.08542921842628,5.07200658438819,5.78780267540635,7.33927760562911,6.44809727922547,8.70326888858063,7.81795749839743,7.42384413679378,3.27484634710613,7.31113921563705,7.6077688727758,7.07482891671533,8.54624861702381,3.80192913534019,4.68150063021518,5.43009239808278,4.53929471634717,2.87405711158252,5.32911075107438,4.26877720541047,5.22645639379872,5.6207760449788,5.49486811385202,4.31447359134025,3.98623660487163,4.65334319508584,5.84027676470087,5.10500283642733,6.05414845960744,4.90319141177588,5.77659568969389,5.76477012472788,5.35842739780622,5.5740275636824,5.25861324984689,3.84441033506626,5.45239336786686,5.18547362944252
39,6.27883065095052,5.69044012606242,4.66023092624521,5.41189560125255,5.04192667242463,5.02049326697389,4.43159631947749,3.95837078206539,4.78388131519865,3.95260700355592,4.74536105638917,5.01804601133004,6.2128271590935,5.07200658438819,6.03653700798912,7.4666739412567,6.44809727922547,8.61840476802275,7.84230386122327,7.21764483683548,3.17775650981397,7.41418950032673,7.65020128777474,7.05058175539977,8.7280015563309,3.74737192691295,4.8210233176822,5.40574556960945,4.67881750067866,2.89830486495083,5.28061576585871,4.25059149316046,5.20220889047423,5.71170398184038,5.39171696500945,4.28416411266456,4.05291754902603,4.52594418988177,5.80996751179931,5.044284733565,6.13901414375264,4.92743888993573,5.84933780539319,5.66778059134564,5.22496713825032,5.47087700031635,5.20395728597811,3.75338267504689,5.12475579972941,5.13687949220679
40,6.33338661973961,5.68437833344308,4.91492670878576,5.26631295718592,5.07223572879064,5.1114213487784,4.49837648368392,3.80056244292524,4.8141907152968,4.09213014812536,4.59977655680355,5.01198414127697,6.10967657049305,5.28437061691101,6.27920920598265,7.56972380532398,6.42345262991488,8.29703376331693,8.16973731685128,7.20552130526878,3.16563269885437,7.42025128016462,7.78346087585793,7.02027279971916,8.83711286616013,3.82021424383862,4.86961773566077,5.36937438372395,4.72741195239411,2.80727639894189,5.26849201776084,4.30514862506669,5.22039451823669,5.69958025925761,5.45849690544908,4.23566893745466,4.11363594575929,4.82893904196359,5.87058601311764,5.08075534742654,6.40583401063808,4.98199570530072,5.7037541736342,5.53432053334884,4.98875319690284,5.440567817199,5.19789544181422,3.61992174229752,5.17325056533345,5.13687949220679
41,6.4607831970149,5.86017024657153,4.79975218228217,5.26025115201503,5.10264415460503,5.14789194511134,4.44372010090631,3.83693389711085,4.77165817880806,4.14072472530793,4.47843949890927,5.03016975089799,5.88528907986079,5.46632577333587,6.3519511847572,7.69105824612671,6.32030281554312,8.02415619406814,8.26066335811303,7.23583013284016,3.40820815708377,7.50511617905989,7.98349915518524,7.12322385715343,8.92157968722915,3.88689525067389,4.82708519867289,5.35118878835938,4.66669372974209,3.03792814304234,5.31698700584683,4.4385104418843,5.29313701314096,5.71776584286268,5.43424942959256,4.18707437536879,4.11969784689997,4.7136639132789,6.22237171581874,5.05640848058282,6.33309209256207,4.93956262793928,5.66132124579053,5.36448925414298,5.3223543801576,5.48310004666517,5.37388759855423,3.61385985125473,5.2218446939406,5.17931241022668
42,6.49109204343553,5.89654096838285,4.79975218228217,5.3390546052439,5.05405029550922,4.87480950203831,4.55899536388876,3.93402378553301,4.71710124407374,4.06182064118178,4.64827160979697,4.91489482106253,5.82457125338197,5.50269691028866,6.49147261274038,7.66681123831351,6.26574667884779,7.79977225407228,8.47292333669959,7.20552130526878,3.31727965969956,7.51723973317482,8.14706731988773,7.15353279760106,8.87308579892041,3.92336607533338,4.80283767363373,5.22379020069569,4.66063184400471,3.08036167560402,5.25030639426858,4.49912942082475,5.35375573916107,5.79060753587168,5.46455877396472,4.2902260087585,4.15000734991235,4.70790015514171,6.01616971759694,5.09894096444623,6.30884478079629,4.94562449667196,5.74022462215708,5.67990428552991,5.24355021757667,5.3981349533002,5.37994943750981,3.75338267504689,4.71821418815031,5.10080653625132
43,6.44865965719095,6.07243207289354,4.78762854414608,5.26631295718592,5.01767942410273,4.77165817880806,4.41947253733107,3.80662435240468,4.78994319557708,4.10425394964699,4.84245045696148,4.86033795665253,5.94590751387434,5.63009521338598,6.49753443901002,7.42424162921976,6.22937591297843,7.62398147569664,8.56991096906176,7.42990589620611,3.08672853458407,7.51723973317482,8.33498173914106,7.17171815971703,8.95785072323439,3.7837434008124,4.86961773566077,5.21772833144515,4.70922630003454,2.98327135512592,5.28061576585871,4.38395334549925,5.43862192545095,5.95427765746095,5.40990257594702,4.33275865171658,4.12575974786125,4.68941637795257,6.04041709586799,4.91688597151342,6.21791733611166,4.96987196980872,5.66132124579053,5.66778059134564,5.32841623756191,5.47087700031635,5.33135534641094,3.82622468133097,4.88208305019165,5.4098611320247
44,6.35763371231514,5.95109703899103,4.85430854501455,5.26631295718592,5.05405029550922,4.78388131519865,4.42553442849398,3.73378205121172,4.91128014050003,4.05575873925486,5.01844351099938,5.0059222710445,5.95803119852436,5.50875876581958,6.57027634025343,7.78198449986449,6.03519963837981,7.32675658864688,8.45473815051945,8.01203271023443,3.11713744783975,7.51723973317482,8.51067311850659,7.1474710098703,8.69739473038542,3.71090107091675,4.9362984008723,5.27844639075559,4.87905836767298,2.8315241602159,5.31092513296396,4.5051913177321,5.41437444724173,5.88153539734432,5.19773701454762,4.42378642799615,4.20466381941824,4.98664723792762,5.68863108067917,4.90476221623749,6.07839580152244,4.90319141177588,5.74628646719503,5.75264643556659,5.26779765544605,5.33135534641094,5.45269149098412,3.40755669832594,4.90026861018372,5.20972100649215
45,6.22427466763103,5.73287266937488,4.92705033938727,5.16326224488342,5.09052053439662,4.62607361205876,4.4376582102816,3.83087198852842,5.19032502858478,4.10425394964699,5.07300033329832,4.96348917439415,5.9822785656717,5.67868939704575,6.63099394569189,8.30955472099127,5.82899894054658,7.20552130526878,8.08487297525989,8.09093471511095,3.05641899236941,7.63837586152734,8.73485827969818,7.0869524962968,8.49139477315351,3.67452958408264,4.91811276705828,5.24197580737095,5.01858092057285,2.93467648962108,5.21999701819357,4.79626153352864,5.5356118095848,5.79666939455894,5.15530387589666,4.46621966796181,4.14394544966867,5.02917973627654,5.67650737108123,4.94123285494104,6.01131810683495,5.00018130719325,5.92217926968216,5.79507934449175,5.07978056205087,5.31316982469175,5.386011276286,3.5228320887759,4.88208305019165,5.2218446939406
46,6.14547155496153,5.6601311611718,4.91492670878576,5.09658234459052,5.05405029550922,4.58970229799952,4.42553442849398,3.9826184002254,4.9415895217468,4.0678825429293,4.83638858171179,4.71475353878678,5.79426202066374,6.01835148771479,6.55209086736431,8.25499911409848,5.80475171231846,7.16915070626347,7.89685957802808,8.42442950329837,3.1110755406556,7.71717889918359,9.02572226102729,7.12928564560172,8.55797461797454,3.7837434008124,4.97883091518261,5.25409954425748,5.07313779041176,2.88011905019371,5.38366759571832,4.94174679874842,5.62653978425128,5.70564212063869,5.20379889078017,4.49652911969817,3.88308481839358,5.09586034091167,5.79784380938294,4.88657658197811,6.28419996917513,4.69082710540014,5.99492133368148,5.6556568964438,4.89166392115224,5.30710798375989,5.33741718662522,3.7716677104374,4.96098650644078,5.0397905577229
47,6.05454484882519,5.67225474766622,4.9694830408416,5.14507681968354,5.07223572879064,4.64425926666651,4.38310118658625,4.15861229682806,4.68072994617796,4.1467866247203,4.68474226708648,4.87246170555497,5.89741276809863,6.01228964726456,6.63705576783267,7.96393625910316,5.71978701698358,7.00538355751463,7.6421667356279,8.02415619406814,3.0442951742277,7.63231408814427,9.28617783642311,7.12928564560172,8.64890078900508,3.72918618754129,4.90598901028528,5.20560459240588,5.01251904524932,2.97114748382987,5.44438566984894,4.80232342164253,5.67503468756922,5.83304054291522,5.08862321168498,4.59968059724846,4.01048422343939,5.0413034841884,5.68863108067917,4.86839094610417,6.22964350064398,4.92137702066486,5.92217926968216,5.93460107205747,4.84316895349232,5.30710798375989,5.45269149098412,3.7412589006815,5.17931241022668,5.19153547397402
48,6.0424212849574,5.63588398603028,4.95129759843754,5.30268378444398,5.05405029550922,4.58970229799952,4.47412892657881,4.00686601551499,4.76559629788851,4.12243965058392,4.57552902600129,4.93317981426202,6.10967657049305,5.94551001600482,6.65524123317869,7.75773750281411,5.62269866115758,7.02963064362091,7.49052348046339,7.86048910177262,3.00186180508045,7.40812772030946,9.48611527588115,7.16565637252442,8.58828334613579,3.76555766466999,4.83324645457796,5.19348085264902,5.18235086142081,3.02570489901081,5.45650940753604,4.80838530957703,5.5356118095848,5.84516425759885,5.10074697042894,4.46015777707634,4.07110325730071,4.9987709883569,5.67650737108123,4.86232906712073,6.11446868602727,5.00018130719325,6.15262842470466,5.722337209524,5.06765683234659,5.37994943750981,5.40419679153821,4.03252741257595,5.19153547397402,4.99735761079983
49,6.09091553612321,5.59345142262605,4.99373029486883,5.3390546052439,5.12689139286911,4.55333097748193,4.43159631947749,3.9826184002254,4.8141907152968,4.17709611909111,4.56340525952376,4.95136543087949,6.1460475932115,6.05472252664895,6.48541078629135,7.52122975810299,5.66513134638646,7.18127423998277,7.38747357655278,7.95747702410349,3.01398562573384,7.69293181390284,9.4433851238046,7.10503849073224,8.83065363723309,3.8141523330499,4.97276903868272,5.14498588644581,5.41896241971119,2.85577191861938,5.54137555125365,4.82657097230413,5.51136434285679,5.81485496954435,5.03406628845707,4.52693794217908,4.16213114986149,4.99270911323196,5.79178195790567,4.88657658197811,6.05385033653324,4.99411944007513,6.104034381245,5.90429187293833,5.12827547369217,5.37388759855423,5.71354905229355,4.05081242304718,5.10657025966788,5.16112687500881
50,6.06060663048999,5.59951321793625,4.95129759843754,5.19963309043957,5.23600392953757,4.5229221635676,4.26176392878333,3.89159044180219,4.89915638674555,4.0375730323977,4.71505166398029,5.0545166027809,6.1460475932115,6.12150212230402,6.54602904270916,7.4787974573671,5.67735434307694,7.11449542239049,7.10237188471887,7.65429024135183,2.94730460325961,7.6989935854921,9.41307652216105,7.07482891671533,8.82459189913168,3.79586722401033,4.96064528514474,5.16317150011748,5.49776662855649,3.08036167560402,5.66867470090296,4.80232342164253,5.49317874092715,5.75413700522921,4.97940997557048,4.50865289913693,4.07110325730071,5.07161285082862,5.97979864480864,4.83201966951256,6.0599121722899,4.92743888993573,6.03735419241827,5.69808982546088,5.4073197421649,5.48310004666517,5.36782575941925,4.25105305590333,4.64547187384129,5.33105722311709
51,6.44865965719095,5.50848689571081,4.91492670878576,5.29662198034945,5.22388031722247,4.57718102445194,4.18892178944898,3.69741057870938,5.0022082707856,4.15891042300683,4.68474226708648,5.1393827495769,6.29163099380454,6.16999681502716,6.56421451613644,7.38777169592527,5.7500960643923,7.03569241469902,6.88404871056255,7.47839996504699,3.00186180508045,7.74142598159424,9.34639758276046,7.1474710098703,8.80034494493231,3.82627615444793,4.86961773566077,5.16923337098258,5.01858092057285,3.05611394378807,5.25636826894539,5.02671253084507,5.54167367581832,6.03308174343621,5.00375688038491,4.54512360836831,4.22891141212875,5.22325899164806,5.98586049072183,4.80171026741946,5.99313259471261,5.06089934334751,6.1404053841834,5.5525060862049,5.31023066481079,5.76820488018822,5.19789544181422,4.43310789315159,4.85177377995029,5.45845520449916
52,6.53352442089017,5.50848689571081,4.90280307746668,5.26631295718592,5.25418934666476,4.58364041169508,4.04939871081082,3.9218999739355,4.78388131519865,4.05575873925486,4.73323729996381,5.20616264364737,6.40690514886079,6.15181130660141,6.55209086736431,7.42424162921976,5.73191063648523,7.04781595631708,6.82949272401373,7.48446172284488,3.08672853458407,7.97177312134973,9.23738591675483,7.31113921563705,8.97603592517056,3.89901906776626,4.77252826329833,5.17529524166828,4.68487938587784,3.11683264387227,5.28667763963855,5.08126945603164,5.5901685992283,5.93003024029234,4.97940997557048,4.7574883448448,4.30781544394999,5.25356833136426,5.96767495244407,4.71068265909026,5.95069972681513,5.01846628233169,6.06766337184855,5.52219683054784,5.35266366538521,5.56190389707887,5.294984301358,4.34208049475397,4.9487634289358,5.51907356095548
53,6.28489242597797,5.55101885043165,5.05444779133591,5.12689139286911,5.29056017607553,4.49231459467674,4.07364631819498,3.91583806786764,4.50473649818712,3.93442128754046,5.00025790033728,5.23647196338608,6.37659600230869,6.23667699877525,6.47934895966294,7.49092097275998,5.79859053091793,6.86586338332741,6.75665201258253,7.53901753495374,3.22018984252132,8.46863837346892,9.41307652216105,7.33538634611034,9.31529398661514,3.95973751798154,4.87567961521334,5.23591393865859,4.63638429926122,3.03186620910162,5.23818264437676,5.12370261001946,5.63260164779389,5.8027312530668,4.85817228402216,5.19434089613146,4.2652827958125,5.13223157065437,6.04647893998728,4.83201966951256,6.05385033653324,4.95168636522524,5.80084306446392,5.54038238448026,5.48612384174029,5.386011276286,5.21001912996261,4.59687760849597,5.00341946089846,5.27640127857861
54,6.2000275592694,5.52061049118067,4.94523578394406,5.26025115201503,5.15113862826289,4.7110393615396,4.21316938031651,3.70953440359444,4.52898405166896,3.98291652666032,5.02450538086129,5.16372958847858,6.32194015292857,6.13968763342062,6.47934895966294,7.51516800139315,5.78646691536287,6.74452845373176,6.59894631804736,7.38747357655278,3.31727965969956,8.59583568425837,9.02532477038826,7.2565831615782,9.52735483280517,3.88689525067389,5.00914029499114,5.19348085264902,4.58788920116311,3.18967518503576,5.09875946904468,5.12976448844299,5.60835419254706,5.77242195873357,4.93697679169113,5.23071210838753,4.18647812300166,4.93815222903461,5.82209121349811,4.65612569977551,6.00495814649488,5.03059001494747,5.72810093154301,5.57675348750148,5.61958393113953,5.21001912996261,5.37388759855423,5.0883847179918,4.9487634289358,5.18547362944252
55,6.15153333393551,5.54485767996769,5.08475684584916,5.28449837162222,5.21781851079584,5.03221951367038,4.23741696831364,3.81268626170472,4.78994319557708,4.22559130075559,5.08512406961361,5.15766772273689,6.28556916144156,6.25486249966664,6.41863130927449,7.49698273018735,5.87749338839207,6.72634311411021,6.44730229058431,7.35100363671212,3.46892650826991,8.5834140753565,8.73446078849474,7.4748072906334,9.64848977248421,3.89295715930978,5.09410590956255,5.09032966077443,4.61819863881992,3.10460940454947,5.12906886305924,5.22675451882173,5.74171516088485,5.71170398184038,4.94910055941078,5.06088035430168,4.11363594575929,4.75609709319316,5.60982695546598,4.72886830896601,5.84725094177813,5.12757985004077,5.77659568969389,6.0498753621692,5.78335315508223,5.2160809737677,5.45875332760759,5.4098611320247,4.97311020861138,4.95492465508639
56,6.30913952429389,5.53879588304002,5.18780759764761,5.46039000169463,5.39967262555904,5.25064557942319,4.29207340614053,3.73984396266753,4.58970229799952,4.28630963702123,4.96984917070505,5.12725901647307,6.34628685127186,6.30345653511106,6.38832216445746,7.55760029459502,5.93204962849489,6.93860468258119,6.32000469461706,7.4480911733668,3.3960843597648,8.0985732482264,8.40732526654073,7.46268373400713,9.49704624358532,3.87477143286392,5.00278029435395,5.04789654460584,4.56960416119462,3.13501843761233,5.21393514244038,5.12370261001946,5.79666939455894,5.51166246746514,4.95516244300152,4.9088365930906,4.11969784689997,4.74397332840036,5.63407438183757,4.6682494697679,5.96252528104712,5.11545612316565,5.83721412123722,6.01340496877851,5.92247739294799,5.35560270619169,5.54371839582814,5.65859508699802,4.84571192536383,5.0397905577229
57,6.20608933662889,5.64194578008474,5.06657141367939,5.58162595257013,5.38794651811066,5.45118395517558,4.51050026116007,3.63063015336511,4.59576418412455,4.16497232188099,4.80607920277241,5.01198414127697,6.03693450568201,6.0850317208275,6.41863130927449,7.53335327098453,6.12016420288343,7.3025095377115,6.22291662328262,7.70884600823018,3.42033195368513,7.65020128777474,8.19516388781892,7.5596721669265,9.29720818732408,3.87477143286392,4.96630966188704,5.04789654460584,4.47867581319738,3.05005201038557,5.27455389189947,4.917499261721,5.80879311139527,5.46922939384621,5.17348950782344,4.76931398350218,4.12575974786125,4.83500092193519,5.54910900224593,4.78948713022436,5.83552475535525,5.18223598687979,5.85539964720209,5.88004451041397,5.7044497953289,5.25255140730049,5.88954076598942,5.62222410005074,4.8274269858524,4.96704835761578
58,6.36975725752659,5.56920423959131,5.17568398247987,5.59981133901245,5.35724001322206,5.59030858018885,4.47412892657881,3.49716861307275,4.65638303550801,4.36521363467044,4.80607920277241,5.10301154811268,5.84275679086022,5.92126264450504,6.41256948066986,7.56972380532398,6.2778702660358,6.91435758570009,6.08945771521738,8.38189801701322,3.55379304425185,7.40773022653157,8.01947223784828,7.7656730611348,8.93370315751258,3.88083334185861,4.97843341508975,4.99940154393512,4.33299162177021,3.14714229920868,5.31092513296396,5.06914569613484,5.81445747065482,5.42073444180381,5.26441764323898,4.62363001764999,4.07726453514781,4.93815222903461,5.64619809394701,4.81383402879489,5.76874510462456,5.145765439008,5.99492133368148,6.00128129433319,6.08018453974675,5.2160809737677,5.65899258408745,5.4402696940641,4.7971177075235,4.99765573457937
59,6.35763371231514,5.57526603561908,5.17568398247987,5.61799672384026,5.36330181552267,5.52362814670608,4.3345066669058,3.6245682386771,4.37127552743912,4.55333097748193,4.83032670628271,5.13332088311468,5.84881863632751,6.06078436584344,6.40044582292244,7.55153853896147,6.44769978490528,6.75059023324684,5.95599872019839,7.9089830686782,3.71150160730941,7.34711241637517,7.86792813139371,7.97177312134973,8.62465381400988,3.83839997512834,5.0876465365932,4.97515403929425,4.30268214191051,3.25635639714152,5.31698700584683,5.32374450327529,5.80233375415375,5.44498191926016,5.33716012250942,4.5630111473072,4.03473183913673,5.02311786205151,5.85240046460576,4.88657658197811,5.85937462534004,5.11545612316565,6.17687575496225,5.97097210508055,6.14686471463104,5.16758621830387,5.62868342880535,5.3431809033839,4.75468471032839,5.0397905577229
60,6.32732484614726,5.74499625156393,5.19993121209777,5.81207343513374,5.44826640266046,5.11718509467993,4.60152794453608,3.64891527199302,4.43795633605422,4.51079838682668,4.90923044783806,5.32749927046034,5.69111122128455,6.06684620485854,6.39438399377965,7.6000325790072,6.38708189204767,6.68391064871476,5.99236953460864,7.84836560825243,3.5841025128666,7.1471728891576,7.81347159887267,8.20808238554592,8.21265354608494,3.87477143286392,5.09370840969339,4.98727779197347,4.32692972615707,3.43245034323106,5.3048632599017,5.54803366642786,5.65684910017044,5.30555888468845,5.31897450511364,4.53260233018164,3.94976579612844,5.25356833136426,5.87664786226282,4.97114473633326,5.93221608605984,5.2186071534947,6.2011230823496,5.68596613235296,6.08624637472409,5.30104614264864,5.68323990508408,5.29458680356219,4.7971177075235,4.86995934263329
61,6.32732484614726,5.7934905731445,5.33339029751111,5.82419701263511,5.35724001322206,4.79560757544068,4.52262403791864,3.49716861307275,4.57151663854802,4.70497747882607,4.81214107891908,5.47308325282104,5.61230715554434,6.07290804369425,6.16393497906464,7.64256422763022,6.64177629498759,6.53226668415174,5.85284867042992,7.88473608666045,3.74181105258711,7.31690287805877,7.78316275607082,8.53531759858388,8.07929486408996,3.94761370448309,5.09977028261419,4.91443589007999,4.48473770431965,3.7479681806355,5.420138192322,5.65714722456704,5.65684910017044,5.15401200034317,5.30685075928615,4.51441666288073,4.05291754902603,5.49624163715738,6.0279952835877,4.95295910796751,5.89008132885622,5.20648343200731,6.22537040686673,5.67384243852747,5.95278658937627,5.25861324984689,5.3920731148828,5.14294133817638,4.85177377995029,4.91239231594811
62,6.37581902986323,5.87835560828444,5.41825552327612,5.73317079025699,5.29085829760139,4.49261272036981,4.4376582102816,3.50323053153118,4.58364041169508,4.52898405166896,4.61190032112829,5.31537554849076,5.66080196881848,5.8303349758176,6.13968763342062,7.79410799731339,6.53266417830783,6.44730229058431,5.78010698560441,8.14549036569845,3.86314816401167,7.32892706983028,7.60737137938531,8.99581108828528,7.92178841026756,4.00227023507188,5.1604883768904,4.9204977683062,4.44220508741291,4.08783252003443,5.40801445248217,5.83304054291522,5.82658118643832,4.94780868255678,5.1919732632093,4.53260233018164,4.19254002198659,5.69648167913441,6.22207359259765,4.89840221318283,5.9082668501275,5.03665188098627,6.13434355080881,5.64353320082439,5.92247739294799,5.440567817199,5.30104614264864,5.07019917470117,4.93663972532415,4.78499399493616
63,6.29095420082603,5.86623203398856,5.4364409242227,5.83632058941893,5.09081865621363,4.26782582461357,4.60758983031114,3.51535436790983,4.45017949235816,4.60788795583643,4.61190032112829,5.45489768252277,5.64261641518612,5.70293679725998,6.07896988235057,7.85482484669266,6.48407051200925,6.48377239132153,5.66483322450685,8.04840315958301,3.94801453665516,6.8622686630515,7.52250652285364,9.42599494308204,7.727911214703,3.97186133076238,5.09977028261419,4.89625025432495,4.48473770431965,4.57934293268535,5.36548198245156,6.09370025047952,5.99025127928374,4.95387056618575,5.27077764245713,4.48410721379124,4.33812491912591,5.6782961151654,6.60416783153246,4.7710033603975,5.87189580597042,5.08514680283841,6.04947786472855,5.63140950448741,5.58887718707341,5.37388759855423,5.33135534641094,4.89420675703242,5.05797610371328,4.91239231594811
